Review,Rating
"This recipe has too much dry ingredient and not enough liquid to make cookies. I am not sure what the typo was but this recipe does not work and is not representative of how great vegan cookies can be. Any sugar cookie recipe can be made vegan by using egg replacer, vegan sugar, and vegan margarine.I recommend sugar cookie drops at cookierecipe.com with these alterations.",negative
"I'm sorry but this was just not good.It had to be the Italian Seasoning (I used Good Seasons).The flavor was just overpowering and we just could not eat it.I was thinking that it might be better with ranch seasoning instead, though.",negative
This recipe made me sick either it's too many spices or it's just too rough.. Beware,negative
Very over-rated.I've had much nicer ones.Found it easier to mix in a bowl and pour into the cake tin.Also I used lemon juice instead of vinegar.Won't make this again.,negative
"Surprisingly, this was probably the most boring salad I've ever eaten.I tried adding more sugar, then some salt, then some vinegar, but nothing seemed to help.Packing leftovers for lunch today (I hate wasting food) I added some honey and OJ.We'll see if that helps any.Anyway, I definitely will not be making this again.",negative
"A teaspoon of pepper?!? Was that a typo, because this dish was far too peppery.I made it for my family and we couldn;t even eat it.We had to run out for fast food.What a waste of ingredients!I was very disappointed.",negative
made this for dinner this evening and this one just wasn't one we cared for. it had an odd taste to me and my family found it to be very bland. thanks anyways- we love many of your recipes!,negative
My apologies for giving this a negative rating.The dough was still dry after adding far more oil than stated and I eventually had to make my own dough recipe.The meat filling was not impressive.,negative
This just didn't have the favor that was hoped for.I don't know why.,negative
I thought this might have potential as camping food. I found this a bit salty for sure. Also found the 1/2 cup soup mix to 1 cup water too thin.,negative
"i'm desperate for a good and easy donut recipe because my three boys love donuts. Unfortunately i have never made a decent donut (not even close), ever.I tried this recipe and I'm sorry to say that the results were a total flop.What am I doing wrong.",negative
Served this on Easter Sunday to 6 people ~ 4 adults and 2 13 yr olds.We all hated it.Will not make again.Threw out leftovers.We all agreed that canned cream corn is better.,negative
"I am from an Italian background, and my family loves Italian food.I found this recipe and decided to try it for my mom's birthday!It was absolutely the most horrible thing I've ever cooked in my life!Everyone hated it!It taste like hamburger meat and noodles mixed together-no taste at all!I will NEVER make this again! Huge disappointment!",negative
"Am sorry about the low rating but this tea tasted vile. I didnt want to pour it down the sink so i put some honey and also a tea bag.It tasted abit better,then.Thank you for a tasting experience though.",negative
"Wow, this isn't very healty at all.Look at all the fat!",negative
"found this soup a bit bland, next time i make it i will add some carrot and plenty of fresh coriander",negative
"wow this is extremely and i mean unbareably SALTY! why do i need to add 1/2 a teaspoon AND 2 TABLESPOONS to the batter... this was a huge waste of chicken and if i were going to suggest anything to change this, it would be to omit that 2 tablespoons of extra salt in the batter... blech!",negative
"Well I hate to break the five star cycle but I signe d the honest review form soooo...We didn't care for this dressing. I did use exta virgin olive oil cold pressed. Could that be why??? Oh well, thanks anyhow!",negative
Much too salty for us.Thanks for sharing!,negative
Very funny....NOT.,negative
After baking for 60 minutes at 325 bread was burnt on outside and undercooked inside. Not the best recipe I have tried :(,negative
"I really hate to write reviews like this, but these hockey pucks were terrible!We made them exactly per the recipe, except for adding a cup of chopped walnuts.They didn't taste too bad, but they weren't wonderful either.We cooked them as specified, and after 25 minutes, they were golden brown, and heavy, and gooey in the middle.We cooked them for another 15 minutes, and they were darker brown, still heavy as bricks, but only slighly gooey in the center.My wife and I have discussed ways of trying to salvage this recipe, but we decided that it couldn't be done and wasn't worth the effort to try to do so.Ther are too many good recipes out there to mess with this one.",negative
